id,customer_id,call_datetime,product
23_1,23,2024-07-19 05:36:59,personal loan
23_2,23,2024-07-21 00:28:38,insurance
23_3,23,2024-07-19 11:46:57,savings
23_4,23,2024-07-19 14:37:11,personal loan
23_5,23,2024-07-21 17:40:44,savings
24_0,24,2024-07-16 07:53:36,investment
24_1,24,2024-07-18 11:51:46,personal loan
24_2,24,2024-07-19 05:27:42,mortgage
24_3,24,2024-07-20 20:00:53,personal loan
24_4,24,2024-07-20 04:52:38,personal loan
24_5,24,2024-07-16 03:21:47,personal loan
25_0,25,2024-07-20 13:32:51,savings
25_1,25,2024-07-15 22:52:11,personal loan
25_2,25,2024-07-18 01:34:17,investment
25_3,25,2024-07-21 06:54:33,savings
25_4,25,2024-07-16 12:49:45,savings
25_5,25,2024-07-20 13:28:03,savings
25_6,25,2024-07-20 13:44:41,insurance
26_0,26,2024-07-15 09:40:13,insurance
26_1,26,2024-07-18 09:39:23,personal loan
26_2,26,2024-07-17 23:17:01,mortgage
26_3,26,2024-07-16 12:45:36,mortgage
26_4,26,2024-07-18 10:26:01,insurance
26_5,26,2024-07-18 03:11:42,insurance
27_0,27,2024-07-18 04:17:00,investment
27_1,27,2024-07-20 10:47:43,investment
28_0,28,2024-07-21 15:29:49,mortgage
30_0,30,2024-07-20 19:51:58,insurance
31_0,31,2024-07-17 16:14:00,mortgage
31_1,31,2024-07-18 01:22:37,mortgage
31_2,31,2024-07-15 13:01:12,insurance
31_3,31,2024-07-20 03:54:08,savings
31_4,31,2024-07-20 22:01:43,mortgage
32_0,32,2024-07-16 21:30:15,personal loan
33_0,33,2024-07-19 21:47:29,mortgage
33_1,33,2024-07-20 17:38:34,investment
33_2,33,2024-07-21 15:44:56,insurance
33_3,33,2024-07-17 00:42:45,investment
33_4,33,2024-07-15 11:30:59,investment
33_5,33,2024-07-19 07:48:28,mortgage
33_6,33,2024-07-20 09:16:08,mortgage
34_0,34,2024-07-20 20:05:02,personal loan
34_1,34,2024-07-15 11:36:39,mortgage
35_0,35,2024-07-21 08:17:24,investment
35_1,35,2024-07-16 23:27:32,savings
35_2,35,2024-07-18 01:29:29,investment
36_0,36,2024-07-19 16:53:14,mortgage
36_1,36,2024-07-21 03:09:47,personal loan
36_2,36,2024-07-17 19:28:57,investment
36_3,36,2024-07-17 23:13:04,investment
36_4,36,2024-07-15 22:05:04,investment
37_0,37,2024-07-17 07:45:34,personal loan
37_1,37,2024-07-21 08:24:10,savings
37_2,37,2024-07-20 11:37:23,investment
37_3,37,2024-07-19 20:37:23,mortgage
37_4,37,2024-07-19 12:05:05,savings
37_5,37,2024-07-21 18:54:49,personal loan
37_6,37,2024-07-18 18:48:55,savings
38_0,38,2024-07-20 20:38:13,personal loan
38_1,38,2024-07-18 11:28:09,insurance
38_2,38,2024-07-15 14:38:52,personal loan
38_3,38,2024-07-21 13:11:00,mortgage
38_4,38,2024-07-15 20:03:33,savings
38_5,38,2024-07-17 21:42:10,investment
41_0,41,2024-07-18 02:41:53,insurance
41_1,41,2024-07-16 22:05:26,mortgage
41_2,41,2024-07-19 20:53:51,investment
41_3,41,2024-07-18 00:56:04,personal loan
41_4,41,2024-07-20 01:27:29,personal loan
41_5,41,2024-07-16 02:40:16,mortgage
42_0,42,2024-07-18 13:31:35,insurance
43_0,43,2024-07-17 09:26:27,mortgage
43_1,43,2024-07-18 15:18:27,savings
43_2,43,2024-07-17 11:28:45,insurance
44_0,44,2024-07-20 04:28:49,personal loan
46_0,46,2024-07-20 14:48:42,personal loan
46_1,46,2024-07-18 08:08:05,personal loan
47_0,47,2024-07-15 19:41:56,savings
47_1,47,2024-07-20 03:07:59,mortgage
47_2,47,2024-07-16 17:05:49,investment
47_3,47,2024-07-21 13:27:43,personal loan
47_4,47,2024-07-21 18:49:19,insurance
47_5,47,2024-07-19 14:40:10,insurance
47_6,47,2024-07-20 12:14:03,mortgage
48_0,48,2024-07-20 15:31:22,insurance
48_1,48,2024-07-18 12:31:25,investment
49_0,49,2024-07-19 11:12:15,savings
49_1,49,2024-07-18 19:03:46,insurance
49_2,49,2024-07-15 16:26:09,personal loan
49_3,49,2024-07-15 22:09:59,insurance
49_4,49,2024-07-17 08:01:43,mortgage
49_5,49,2024-07-20 21:34:01,mortgage
51_0,51,2024-07-16 15:51:30,insurance
51_1,51,2024-07-18 10:56:57,insurance
51_2,51,2024-07-20 01:14:07,savings
52_0,52,2024-07-20 15:02:29,mortgage
52_1,52,2024-07-15 15:59:26,savings
53_0,53,2024-07-15 11:16:17,mortgage
53_1,53,2024-07-19 04:54:05,personal loan
53_2,53,2024-07-19 06:03:48,insurance
53_3,53,2024-07-16 15:37:35,mortgage
54_0,54,2024-07-17 22:24:39,insurance
55_0,55,2024-07-18 04:44:28,savings
55_1,55,2024-07-19 07:06:37,investment
55_2,55,2024-07-18 02:10:21,insurance
57_0,57,2024-07-20 14:22:21,personal loan
58_0,58,2024-07-20 23:27:39,personal loan
58_1,58,2024-07-21 15:55:13,savings
58_2,58,2024-07-20 11:24:43,insurance
58_3,58,2024-07-16 20:26:54,personal loan
58_4,58,2024-07-19 18:21:10,investment
58_5,58,2024-07-21 09:15:37,mortgage
59_0,59,2024-07-21 20:03:56,mortgage
59_1,59,2024-07-16 18:38:40,insurance
59_2,59,2024-07-20 12:51:36,personal loan
59_3,59,2024-07-17 20:51:47,personal loan
59_4,59,2024-07-21 12:56:58,personal loan
59_5,59,2024-07-17 08:12:28,insurance
60_0,60,2024-07-15 19:19:23,mortgage
61_0,61,2024-07-17 04:50:21,savings
61_1,61,2024-07-20 00:43:57,investment
61_2,61,2024-07-20 19:26:06,investment
61_3,61,2024-07-20 01:13:23,personal loan
63_0,63,2024-07-16 09:07:04,personal loan
65_0,65,2024-07-16 00:33:20,mortgage
65_1,65,2024-07-20 12:14:18,personal loan
65_2,65,2024-07-17 17:07:56,insurance
66_0,66,2024-07-17 07:11:12,mortgage
66_1,66,2024-07-15 21:08:53,savings
66_2,66,2024-07-17 16:42:19,personal loan
67_0,67,2024-07-20 23:04:14,mortgage
67_1,67,2024-07-21 17:12:49,investment
67_2,67,2024-07-15 08:00:00,savings
67_3,67,2024-07-17 23:03:47,insurance
67_4,67,2024-07-19 04:18:21,investment
68_0,68,2024-07-20 21:15:16,insurance
68_1,68,2024-07-21 19:55:15,personal loan
68_2,68,2024-07-19 14:43:21,personal loan
68_3,68,2024-07-16 15:58:24,savings
69_0,69,2024-07-19 23:49:22,investment
69_1,69,2024-07-21 05:10:05,personal loan
69_2,69,2024-07-18 02:54:36,mortgage
69_3,69,2024-07-19 03:53:41,savings
69_4,69,2024-07-16 09:13:26,savings
69_5,69,2024-07-19 15:44:32,investment
69_6,69,2024-07-16 01:04:28,personal loan
70_0,70,2024-07-19 16:33:59,insurance
70_1,70,2024-07-15 17:24:43,investment
70_2,70,2024-07-16 09:53:55,savings
71_0,71,2024-07-16 18:12:27,investment
71_1,71,2024-07-19 23:20:42,investment
71_2,71,2024-07-17 23:24:47,personal loan
71_3,71,2024-07-19 10:02:16,insurance
71_4,71,2024-07-19 13:19:19,mortgage
73_0,73,2024-07-19 09:27:24,personal loan
73_1,73,2024-07-18 16:22:58,savings
74_0,74,2024-07-15 21:05:23,mortgage
74_1,74,2024-07-16 00:51:23,insurance
75_0,75,2024-07-21 00:11:22,mortgage
75_1,75,2024-07-21 05:32:23,insurance
75_2,75,2024-07-16 09:13:34,personal loan
76_0,76,2024-07-19 11:42:59,personal loan
76_1,76,2024-07-17 11:55:36,savings
76_2,76,2024-07-19 07:12:11,mortgage
76_3,76,2024-07-17 00:41:30,insurance
76_4,76,2024-07-15 20:34:43,investment
77_0,77,2024-07-20 07:42:32,mortgage
78_0,78,2024-07-20 00:29:48,mortgage
79_0,79,2024-07-16 12:53:34,investment
79_1,79,2024-07-18 13:20:05,personal loan
79_2,79,2024-07-17 08:55:26,personal loan
79_3,79,2024-07-19 13:42:03,investment
79_4,79,2024-07-15 21:30:22,mortgage
80_0,80,2024-07-19 17:39:17,insurance
80_1,80,2024-07-16 14:55:44,mortgage
80_2,80,2024-07-17 04:40:35,insurance
80_3,80,2024-07-16 15:38:34,insurance
80_4,80,2024-07-21 00:15:21,personal loan
80_5,80,2024-07-20 18:41:34,investment
80_6,80,2024-07-18 04:45:10,insurance
81_0,81,2024-07-16 23:05:07,investment
81_1,81,2024-07-16 11:04:18,insurance
81_2,81,2024-07-19 19:24:10,investment
81_3,81,2024-07-16 05:44:07,investment
82_0,82,2024-07-16 01:16:26,investment
82_1,82,2024-07-19 14:41:20,mortgage
82_2,82,2024-07-20 03:13:30,savings
83_0,83,2024-07-17 14:04:49,insurance
83_1,83,2024-07-21 07:52:26,insurance
83_2,83,2024-07-20 04:28:31,savings
83_3,83,2024-07-18 00:32:06,personal loan
83_4,83,2024-07-19 17:29:55,insurance
83_5,83,2024-07-16 20:55:17,insurance
83_6,83,2024-07-21 09:10:46,mortgage
84_0,84,2024-07-18 16:54:36,investment
84_1,84,2024-07-21 08:12:54,investment
84_2,84,2024-07-19 01:01:26,investment
84_3,84,2024-07-15 22:52:45,investment
84_4,84,2024-07-15 08:20:54,personal loan
85_0,85,2024-07-15 13:17:53,insurance
85_1,85,2024-07-15 12:37:50,mortgage
85_2,85,2024-07-17 03:42:32,mortgage
85_3,85,2024-07-21 05:50:14,investment
85_4,85,2024-07-17 20:21:36,investment
86_0,86,2024-07-15 23:56:40,investment
86_1,86,2024-07-20 21:51:30,investment
86_2,86,2024-07-18 06:04:02,mortgage
86_3,86,2024-07-17 11:18:41,mortgage
87_0,87,2024-07-20 09:16:34,mortgage
87_1,87,2024-07-15 16:14:10,savings
87_2,87,2024-07-21 03:05:02,savings
87_3,87,2024-07-17 05:28:03,savings
87_4,87,2024-07-18 00:24:44,personal loan
87_5,87,2024-07-15 08:48:59,insurance
88_0,88,2024-07-20 15:17:52,personal loan
88_1,88,2024-07-16 20:10:09,savings
88_2,88,2024-07-17 16:04:21,investment
88_3,88,2024-07-16 06:35:53,mortgage
89_0,89,2024-07-16 20:53:55,insurance
89_1,89,2024-07-21 01:21:58,insurance
89_2,89,2024-07-16 16:44:37,insurance
89_3,89,2024-07-21 07:42:24,insurance
89_4,89,2024-07-21 02:26:58,insurance
92_0,92,2024-07-21 15:48:53,insurance
92_1,92,2024-07-21 05:41:58,mortgage
92_2,92,2024-07-18 14:46:02,insurance
92_3,92,2024-07-20 02:39:16,investment
92_4,92,2024-07-21 18:40:25,mortgage
92_5,92,2024-07-17 04:01:53,mortgage
93_0,93,2024-07-17 05:03:04,mortgage
93_1,93,2024-07-17 18:03:26,mortgage
93_2,93,2024-07-17 17:07:58,investment
93_3,93,2024-07-20 01:16:28,investment
94_0,94,2024-07-19 10:28:36,personal loan
94_1,94,2024-07-19 22:24:18,mortgage
94_2,94,2024-07-18 04:59:23,savings
94_3,94,2024-07-18 07:32:02,mortgage
94_4,94,2024-07-19 06:29:54,mortgage
94_5,94,2024-07-19 05:26:51,savings
94_6,94,2024-07-20 17:04:58,insurance
95_0,95,2024-07-19 19:46:39,investment
95_1,95,2024-07-20 10:34:24,investment
95_2,95,2024-07-18 18:10:26,mortgage
95_3,95,2024-07-16 22:04:34,mortgage
95_4,95,2024-07-20 06:28:05,savings
95_5,95,2024-07-19 20:18:58,mortgage
95_6,95,2024-07-17 13:05:16,savings
96_0,96,2024-07-21 12:17:28,savings
96_1,96,2024-07-18 00:14:54,savings
96_2,96,2024-07-21 09:03:49,mortgage
96_3,96,2024-07-20 12:30:08,mortgage
96_4,96,2024-07-16 17:09:44,insurance
97_0,97,2024-07-15 12:57:18,mortgage
97_1,97,2024-07-21 12:48:33,insurance
97_2,97,2024-07-16 14:29:53,personal loan
97_3,97,2024-07-20 17:02:03,mortgage
98_0,98,2024-07-19 17:24:50,mortgage
98_1,98,2024-07-19 03:35:37,savings
98_2,98,2024-07-21 18:05:25,savings
98_3,98,2024-07-18 02:00:06,insurance
98_4,98,2024-07-21 06:13:47,investment
98_5,98,2024-07-17 17:44:50,savings
99_0,99,2024-07-20 14:17:34,personal loan
99_1,99,2024-07-21 16:11:15,investment
